"FMP_AREA","GEAR","SECTOR","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Kamchatka Flounder","2018",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Kamchatka Flounder","2018",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Rock Sole","2018",506,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Rock Sole","2018",315,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Rockfish","2018",816,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Rockfish","2018",703,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Kamchatka Flounder","2018",436,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Other Groundfish","2018",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Pacific Cod","2018",12,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Pollock","2018",160,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Rockfish","2018",151,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Pacific Cod","2018",1721,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Pacific Cod","2018",2242,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Pollock","2018",704729,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Pollock","2018",607547,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","All Groundfish","2018",2301,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Arrowtooth","2018",163,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Other Flatfish","2018",58,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Flathead Sole","2018",224,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Other Flatfish","2018",14,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Other Flatfish","2018",25,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Flathead Sole","2018",43,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Flathead Sole","2018",37,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Other Groundfish","2018",1067,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Other Groundfish","2018",359,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Flathead Sole","2018",24,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Kamchatka Flounder","2018",53,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Other Groundfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Pacific Cod","2018",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Pollock","2018",52,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Rock Sole","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Rockfish","2018",16,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Sablefish","2018",373,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Turbot","2018",7,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Arrowtooth","2018",19,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Arrowtooth","2018",25,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Atka Mackerel","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Atka Mackerel","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Turbot","2018",51,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Turbot","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Yellowfin Sole","2018",3,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","All Groundfish","2018",604,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Arrowtooth","2018",59,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Other Flatfish","2018",20,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","All Groundfish","2018",35727,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","All Groundfish","2018",9929,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Kamchatka Flounder","2018",4,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Kamchatka Flounder","2018",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Sablefish","2018",118,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Turbot","2018",7,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Yellowfin Sole","2018",3226,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Yellowfin Sole","2018",433,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","All Groundfish","2018",2082,"5-10%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Flathead Sole","2018",60,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Flathead Sole","2018",9,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Rock Sole","2018",114,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Rock Sole","2018",916,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Rockfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Atka Mackerel","2018",13,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Atka Mackerel","2018",257,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Other Flatfish","2018",96,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Other Flatfish","2018",5,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Rock Sole","2018",187,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Rock Sole","2018",13696,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Rockfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Sablefish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Pacific Cod","2018",5258,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Pacific Cod","2018",85,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Pollock","2018",4472,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Pollock","2018",76,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Pollock","2018",19562,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Pollock","2018",1271,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Rock Sole","2018",770,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Rock Sole","2018",8388,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Rockfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Pollock","2018",1877,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Pollock","2018",84,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Other Groundfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Other Groundfish","2018",160,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Other Groundfish","2018",1239,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Other Groundfish","2018",108,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Pacific Cod","2018",1148,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Pacific Cod","2018",11264,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","All Groundfish","2018",12549,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","All Groundfish","2018",10565,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Arrowtooth","2018",5,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Arrowtooth","2018",96,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Flathead Sole","2018",216,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Flathead Sole","2018",3665,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Kamchatka Flounder","2018",174,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Kamchatka Flounder","2018",7,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Yellowfin Sole","2018",103,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Yellowfin Sole","2018",4,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Flathead Sole","2018",443,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Flathead Sole","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Kamchatka Flounder","2018",6,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Arrowtooth","2018",95,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Atka Mackerel","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Other Flatfish","2018",12853,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Other Flatfish","2018",1172,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Rockfish","2018",4,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Rockfish","2018",2,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Sablefish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Arrowtooth","2018",233,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Other Flatfish","2018",101,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Other Flatfish","2018",4102,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","All Groundfish","2018",156551,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","All Groundfish","2018",16194,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Pollock","2018",1034,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Pollock","2018",392,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Rock Sole","2018",150,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Rock Sole","2018",1826,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Yellowfin Sole","2018",61,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Yellowfin Sole","2018",385,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Yellowfin Sole","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Kamchatka Flounder","2018",295,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Kamchatka Flounder","2018",6,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Other Groundfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Other Groundfish","2018",72,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Pacific Cod","2018",531,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Pacific Cod","2018",100,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish","Other Flatfish","2018",101,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Flathead Sole","2018",34,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish","Flathead Sole","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Kamchatka Flounder","2018",8,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Other Groundfish","2018",18,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish","Other Groundfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Turbot","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Turbot","2018",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Other Flatfish","2018",23,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Other Flatfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Flathead Sole","2018",60,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Flathead Sole","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","All Groundfish","2018",4886,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish","All Groundfish","2018",193,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Arrowtooth","2018",69,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Other Flatfish","2018",2794,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Rockfish","2018",712,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Rockfish","2018",318,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Sablefish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Sablefish","2018",21,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Pollock","2018",83,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Rock Sole","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Rockfish","2018",136,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Sablefish","2018",6,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Turbot","2018",160,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Yellowfin Sole","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Pollock","2018",8902,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Pollock","2018",11638,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Rock Sole","2018",58,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Rock Sole","2018",13,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Kamchatka Flounder","2018",1251,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Other Groundfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Other Groundfish","2018",10,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Other Groundfish","2018",193,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Pacific Cod","2018",91,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Pacific Cod","2018",205,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Arrowtooth","2018",10,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Arrowtooth","2018",219,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Atka Mackerel","2018",269,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Atka Mackerel","2018",5188,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Pacific Cod","2018",8,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Kamchatka Flounder","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Kamchatka Flounder","2018",28,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Yellowfin Sole","2018",262,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Yellowfin Sole","2018",13101,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","All Groundfish","2018",29163,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","All Groundfish","2018",2071,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Arrowtooth","2018",424,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Atka Mackerel","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Other Flatfish","2018",4,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder","Flathead Sole","2018",11,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Sablefish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Turbot","2018",23,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Turbot","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Yellowfin Sole","2018",96804,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Yellowfin Sole","2018",11407,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Sablefish","2019",412,"25-50%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Sablefish","2019",1558,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Rockfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Rockfish","2019",18,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Sablefish","2019",7,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Sablefish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Flathead Sole","2019",3,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Pollock","2019",5660,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Pollock","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Rock Sole","2019",0,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Rock Sole","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","All Groundfish","2019",4195,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","All Groundfish","2019",43268,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Arrowtooth","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Atka Mackerel","2019",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Other Flatfish","2019",8,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Pollock","2019",235,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Rock Sole","2019",6,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Rockfish","2019",76,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","Sablefish","2019",518,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","Sablefish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","Turbot","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Pollock","2019",19,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Pollock","2019",544,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Rock Sole","2019",3,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Rock Sole","2019",62,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","All Groundfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","All Groundfish","2019",518,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","Arrowtooth","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","Kamchatka Flounder","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","Pacific Cod","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Other Groundfish","2019",251,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Other Groundfish","2019",39,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Pacific Cod","2019",2037,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Pacific Cod","2019",158,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Flathead Sole","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Flathead Sole","2019",6,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Kamchatka Flounder","2019",15,"25-50%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Other Flatfish","2019",8,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Flathead Sole","2019",5,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Kamchatka Flounder","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Kamchatka Flounder","2019",417,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Arrowtooth","2019",120,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Atka Mackerel","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Other Flatfish","2019",1,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Rockfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Sablefish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Turbot","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","All Groundfish","2019",98,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","All Groundfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","All Groundfish","2019",1413,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","All Groundfish","2019",101299,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","All Groundfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Kamchatka Flounder","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Pollock","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Rockfish","2019",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Sablefish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Sablefish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Yellowfin Sole","2019",15,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Yellowfin Sole","2019",28,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Pacific Cod","2019",4195,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Pacific Cod","2019",43118,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Pollock","2019",1,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Pollock","2019",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Rock Sole","2019",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Arrowtooth","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Arrowtooth","2019",82,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Atka Mackerel","2019",45529,"0%"
