"FMP_AREA","GEAR","SUBAREA","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2016",14783,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2016",2576052,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2016",36970,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Northern Rockfish","2016",155,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2016",36815,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2016",1592391,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2016",301652,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2016",1086453,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2016",1363189,"0%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2016",1225479,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2016",1662,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2016",1662,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2016",1188664,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2016",1188664,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2016",1117499,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Shallow-Water Flatfish (GOA)","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2016",1117499,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2016",43616,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2016",1225634,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2016",155,"10-25%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2016",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2016",740207,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2016",696025,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2016",696025,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2016",43616,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2016",1119161,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Dusky Rockfish","2016",153,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2016",31099,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2016",740207,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2016",9476778,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2016",71331,"0%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2016",1119161,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2016",1180917,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2016",36763435,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2016",33208111,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2016",3555324,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2016",9548110,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2016",31251,"0%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2016",89155269,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2016",85480348,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2016",3674921,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2016",1214290,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2016",1225781,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2016",44863,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2016",328,"5-10%"
"Gulf of Alaska","Hook and Line","Western Gulf","Deep-Water Flatfish (GOA)","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2016",328,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2016",1262290,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2016",48000,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2016",35423,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2016",35423,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2016",19559,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2016",19559,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2016",1008907,"0%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2016",1008907,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2016",972854,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2016",972854,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2016",32236161,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2016",20353436,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2016",20332975,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2016",11173326,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2016",11172440,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2016",19887,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2017",75275,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2017",1307745,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2017",268370,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2017",849005,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2017",1053228,"0%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2017",640692,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2017",3015,"1-5%"
"Gulf of Alaska","Hook and Line","Western Gulf","Shallow-Water Flatfish (GOA)","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2017",3013,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2017",565437,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2017",20,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2017",565417,"0%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2017",715744,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2017",712731,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2017",712731,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2017",7869,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2017",642016,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2017",1324,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2017",715745,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2017",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2017",566032,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2017",558163,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2017",558163,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2017",7869,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Dusky Rockfish","2017",18939,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2017",31056,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2017",566032,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2017",9285768,"0%"
"Gulf of Alaska","Pot","Western Gulf","Sablefish","2017",2633059,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2017",569939,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2017",863150,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2017",46973852,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2017",35506816,"0%"
"Gulf of Alaska","Pot","Central Gulf","Sablefish","2017",5183508,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2017",6283528,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2017",12488766,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2017",49995,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2017",115218309,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2017",95736732,"0%"
"Gulf of Alaska","Pot","All Subareas","Sablefish","2017",10981969,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2017",8499607,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2017",40955,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2017",894206,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2017",882816,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2017",19111,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2017",231,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Deep-Water Flatfish (GOA)","2017",8,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2017",223,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2017",935716,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2017",12239,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2017",12239,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2017",16758,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2017",16758,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2017",626856,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2017",626856,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2017",614618,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2017",614618,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2017",35227955,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2017",25465750,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2017",25452637,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2017",9415624,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2017",9408478,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2017",16980,"1-5%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2017",1027796,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Ocean Perch","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2017",1027796,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2017",35248532,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2017",5891421,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Ocean Perch","2017",9,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2017",410359,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2017",410359,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2017",16988,"1-5%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2017",8,"50-75%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2017",5891413,"0%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2017",594921,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2017",594921,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2017",184561,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2017",184561,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2017",9,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2017",7997687,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2017",5970,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2017",19801039,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2017",3153430,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2017",11158523,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2017",5489087,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2017",7997696,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2017",26849,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2017",2817383,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2017",8411975,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2017",3863518,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2017",518,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2017",5912216,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2017",32819,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2017",5951333,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2017",6625,"0%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2017",5944708,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2017",5912734,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2017",9352804,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2017",15092876,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2017",43796849,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2017",12813809,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2017",17131004,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2017",46229,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2017",35241908,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2017",6318606,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2017",19570498,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2017",564098,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2017",552090,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2017",244063,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2017",197780,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2017",39015942,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2017",52296325,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2017",1797535,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Rockfish","2017",681253,"0%"
"Gulf of Alaska","All Gear","All Subareas","All Groundfish","2017",207544924,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","All Groundfish","2017",104187885,"<1%"
"Gulf of Alaska","Trawl","All Subareas","All Groundfish","2017",72608451,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Groundfish","2017",105042185,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Other Rockfish","2017",1117241,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Groundfish","2017",97658,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Groundfish","2017",825527,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Groundfish","2017",226455,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Groundfish","2017",143535,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2017",22592,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2017",2481127,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2017",76579,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Northern Rockfish","2017",1303,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2018",1046247,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2018",107252,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2018",811224,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2018",859868,"0%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2018",899953,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2018",11094,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Shallow-Water Flatfish (GOA)","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2018",11094,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2018",782645,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2018",344,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2018",782301,"0%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2018",891234,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2018",880141,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2018",880141,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2018",41660,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2018",900297,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2018",344,"75-99%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2018",891234,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2018",673597,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2018",631937,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2018",631937,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2018",41676,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Dusky Rockfish","2018",5342,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2018",18111,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2018",673613,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2018",6317235,"0%"
"Gulf of Alaska","Pot","Western Gulf","Sablefish","2018",3096843,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2018",805776,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2018",1127456,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2018",5017412,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2018",32653365,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2018",24861481,"0%"
"Gulf of Alaska","Pot","Central Gulf","Sablefish","2018",4723185,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2018",3068699,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2018",10219854,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2018",23454,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2018",87902806,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2018",72860081,"0%"
"Gulf of Alaska","Pot","All Subareas","Sablefish","2018",10025313,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2018",21068,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2018",1149696,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2018",1139443,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2018",11905,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2018",94,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Deep-Water Flatfish (GOA)","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2018",94,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2018",1170847,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2018",46636,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2018",46636,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2018",21175,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2018",21175,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2018",940188,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2018",940188,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2018",893553,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2018",893553,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2018",42244969,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2018",32036384,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2018",32034308,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2018",8277767,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2018",8277767,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2018",21269,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2018",7285763,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2018",1325943,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2018",1325943,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2018",42247125,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2018",7285796,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Ocean Perch","2018",32,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2018",530275,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2018",530275,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2018",21269,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2018",-9999,"100%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2018",1086647,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2018",1086647,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2018",556372,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2018",556372,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2018",32,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2018",9991146,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2018",3088,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2018",7247569,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2018",1335116,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2018",4585698,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2018",1326755,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2018",9991178,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2018",199932,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2018",1547848,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2018",3156331,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2018",1930777,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2018",234,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2018",3672643,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2018",203021,"0%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2018",12814348,"0%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2018",3878847,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2018",3738,"0%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2018",3875109,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2018",3672877,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2018",3257533,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2018",6634956,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2018",28422617,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2018",7849715,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2018",65831,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2018",14288231,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2018",3288670,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2018",7742029,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2018",558380,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2018",583021,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2018",220626,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2018",154108,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2018",27025125,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2018",54232548,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2018",2026796,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Rockfish","2018",728774,"0%"
"Gulf of Alaska","All Gear","All Subareas","All Groundfish","2018",167800049,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","All Groundfish","2018",78309955,"<1%"
"Gulf of Alaska","Trawl","All Subareas","All Groundfish","2018",71588751,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Groundfish","2018",89192188,"<1%"
