"FMP_AREA","GEAR","SECTOR","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2004",17162189,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2005",31983698,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2006",35033623,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2007",43340855,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2008",48447921,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2009",29434084,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2010",35251061,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2011",56041394,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2012",54428562,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2013",54596439,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2014",42138725,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2015",35098255,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2016",42530705,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2017",50008495,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2018",60507700,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2019",57246624,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2020",46556287,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2003",186264170,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2004",209326244,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2005",282300232,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2006",285132923,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2007",307051621,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2008",331302221,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2009",244170592,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2010",286592555,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2011",386395916,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2012",426931765,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2013",355237805,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2014",347144741,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2015",312818540,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2016",308909174,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2017",327695959,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2018",366599305,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2019",360258442,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Groundfish","2020",299447000,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2003",937292,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2004",981575,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2005",2279450,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2006",1280637,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2007",719526,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2008",4984403,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2009",5882574,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2010",8111248,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2011",5838632,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2012",8635768,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2013",5620735,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2014",7308257,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2015",3727363,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2016",4185625,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2017",3822654,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2018",2733559,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2019",4182030,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth Flounder","2020",3769780,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2003",9872326,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2004",12169838,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2005",15891227,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2006",14671762,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2007",17308012,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2008",21292348,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2009",28852432,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2010",29440864,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2011",28989375,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2012",29831354,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2013",16146627,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2014",23673515,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2015",29672577,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2016",30129891,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2017",50241007,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2018",53022331,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2019",35358083,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","2020",32653975,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2003",3400218,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2004",4783603,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2005",5573734,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2006",6937164,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2007",5614921,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2008",8777064,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2009",5045142,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2010",6302495,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2011",4566685,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2012",3814634,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2013",7357369,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2014",5534691,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2015",3129399,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2016",3738394,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2017",3799661,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2018",5503244,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2019",7154753,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","2020",2766052,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2011",3684355,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2012",4763718,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2013",2108311,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2014",2384538,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2015",1678457,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2016",2055200,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2017",3412145,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2018",1986806,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2019",2279305,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Kamchatka Flounder (BSAI)","2020",3469811,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2003",64228,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2004",134086,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2005",332182,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2006",378986,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2007",438814,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2008",410530,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2009",543895,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2010",1266423,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2011",1669647,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2012",1027238,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2013",550391,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2014",848979,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2015",2206549,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2016",1188718,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2017",1464592,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2018",1801078,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2019",2597516,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Northern Rockfish","2020",1513485,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2003",935524,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2004",1145112,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2005",1607350,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2006",1031674,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2007",1963076,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2008",2750307,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2009",3176476,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2010",2928026,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2011",5433866,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2012",5161695,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2013",4846230,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2014",5136936,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2015",4185882,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2016",3899445,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2017",7755738,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2018",8191039,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2019",6871238,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish (BSAI)","2020",6991753,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2003",322596,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2004",249990,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2005",161278,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2006",476302,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2007",608151,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2008",540833,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2009",315916,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2010",191654,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2011",248956,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2012",210164,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2013",241955,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2014",607084,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2015",143004,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2016",65215,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2017",67013,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2018",151567,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2019",187239,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Groundfish","2020",94284,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2003",401414,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2004",347267,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2005",279901,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2006",304739,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2007",244026,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2008",406387,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2009",305468,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2010",574872,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2011",1039500,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2012",894477,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2013",778313,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2014",805896,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2015",408175,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2016",592837,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2017",682291,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2018",677702,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2019",1043657,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Rockfish","2020",727930,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2003",22969761,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2004",24350042,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2005",21188722,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2006",33229549,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2007",43196281,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2008",31717046,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2009",12982196,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2010",11359211,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2011",20620346,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2012",31981810,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2013",23476864,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2014",24738726,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2015",20838623,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2016",25198251,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2017",26355651,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2018",29896846,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2019",27387851,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","2020",18271533,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2003",3096707,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2004",2994813,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2005",4539049,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2006",5875435,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2007",6692971,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2008",6184953,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2009",5423044,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2010",8823970,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2011",17744304,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2012",14742725,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2013",14202106,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2014",16300986,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2015",13502128,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2016",11779086,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2017",14242803,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2018",14975331,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2019",13353180,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Ocean Perch","2020",11844486,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2003",116167223,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2004",130342326,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2005",183214196,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2006",169769717,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2007",172885181,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2008",183099560,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2009",134762240,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2010",161395880,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2011",213403846,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2012",229649290,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2013",205625942,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2014",200276519,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2015",182912234,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2016",165244349,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2017",147131381,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2018",169886562,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2019",186493433,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock","2020",156174182,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2003",9421801,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2004",14090419,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2005",14113517,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2006",16108492,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2007",14281095,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2008",20955744,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2009",14242663,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2010",18466844,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2011",24299267,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2012",37906140,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2013",18505511,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2014",16496581,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2015",14133263,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2016",15861072,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2017",14368602,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2018",14021949,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2019",11775224,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole (BSAI)","2020",10683131,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2003",271749,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2004",357682,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2005",600134,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2006",254288,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2007",243395,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2008",655162,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2009",453602,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2010",356610,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2011",345992,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2012",532639,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2013",487769,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2014",172125,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2015",76629,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2016",726200,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2017",1611433,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2018",1106104,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2019",827334,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","2020",1132173,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2003",414639,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2004",248007,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2005",536361,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2006",180021,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2007",130884,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2008",1359238,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2009",2777483,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2010",2197789,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2011",2480572,"0%"
