"FMP_AREA","HARVEST_SECTOR","SPECIES_GROUP","YEAR","RETAINED_CATCH_MT","EXVESSEL_VALUE"
"Gulf of Alaska","Catcher Vessels","Other Groundfish","2019",1135,1160962
"All Alaska","All Sectors","Pacific Cod","2019",210429,203307287
"All Alaska","Catcher Processors","Pacific Cod","2019",119954,119286890
"All Alaska","Catcher Vessels","Pacific Cod","2019",90475,84020398
"Bering Sea and Aleutian Islands","Catcher Vessels","Flatfish","2019",23585,10767194
"Gulf of Alaska","All Sectors","Flatfish","2019",28159,5748051
"Gulf of Alaska","Catcher Processors","Flatfish","2019",6839,1492879
"Gulf of Alaska","Catcher Vessels","Flatfish","2019",21320,4255172
"All Alaska","All Sectors","Other Groundfish","2019",11023,7958636
"All Alaska","Catcher Processors","Other Groundfish","2019",9215,6604861
"All Alaska","Catcher Vessels","Other Groundfish","2019",1807,1353775
"Bering Sea and Aleutian Islands","All Sectors","Other Groundfish","2019",9812,6741935
"Gulf of Alaska","All Sectors","Atka Mackerel","2019",903,584804
"Gulf of Alaska","Catcher Processors","Atka Mackerel","2019",794,514411
"Gulf of Alaska","Catcher Vessels","Atka Mackerel","2019",109,70393
"All Alaska","All Sectors","Flatfish","2019",226303,99249790
"All Alaska","Catcher Processors","Flatfish","2019",181399,84227424
"All Alaska","Catcher Vessels","Flatfish","2019",44904,15022366
"Bering Sea and Aleutian Islands","All Sectors","Flatfish","2019",198145,93501739
"Bering Sea and Aleutian Islands","Catcher Processors","Flatfish","2019",174560,82734545
"Gulf of Alaska","Catcher Processors","All Groundfish","2019",26572,16345407
"Gulf of Alaska","Catcher Vessels","All Groundfish","2019",178707,125043335
"All Alaska","All Sectors","Atka Mackerel","2019",57748,36073357
"All Alaska","Catcher Processors","Atka Mackerel","2019",54386,33971897
"All Alaska","Catcher Vessels","Atka Mackerel","2019",3362,2101460
"Bering Sea and Aleutian Islands","All Sectors","Atka Mackerel","2019",56845,35488552
"Bering Sea and Aleutian Islands","Catcher Processors","Atka Mackerel","2019",53592,33457486
"Bering Sea and Aleutian Islands","Catcher Vessels","Atka Mackerel","2019",3253,2031067
"Gulf of Alaska","Catcher Vessels","Sablefish","2019",9783,61835663
"All Alaska","All Sectors","All Groundfish","2019",2119934,936607079
"All Alaska","Catcher Processors","All Groundfish","2019",1094087,462008636
"All Alaska","Catcher Vessels","All Groundfish","2019",1025847,474598443
"Bering Sea and Aleutian Islands","All Sectors","All Groundfish","2019",1914655,795218337
"Bering Sea and Aleutian Islands","Catcher Processors","All Groundfish","2019",1067515,445663229
"Bering Sea and Aleutian Islands","Catcher Vessels","All Groundfish","2019",847140,349555108
"Gulf of Alaska","All Sectors","All Groundfish","2019",205280,141388743
"All Alaska","All Sectors","Sablefish","2019",13051,73399157
"All Alaska","Catcher Processors","Sablefish","2019",1708,7125275
"All Alaska","Catcher Vessels","Sablefish","2019",11343,66273881
"Bering Sea and Aleutian Islands","All Sectors","Sablefish","2019",2168,5826934
"Bering Sea and Aleutian Islands","Catcher Processors","Sablefish","2019",608,1388716
"Bering Sea and Aleutian Islands","Catcher Vessels","Sablefish","2019",1560,4438218
"Gulf of Alaska","All Sectors","Sablefish","2019",10883,67572223
"Gulf of Alaska","Catcher Processors","Sablefish","2019",1100,5736559
"All Alaska","Catcher Processors","Rockfish","2019",60858,22916540
"All Alaska","Catcher Vessels","Rockfish","2019",19794,9338965
"Bering Sea and Aleutian Islands","All Sectors","Rockfish","2019",49868,17756478
"Bering Sea and Aleutian Islands","Catcher Processors","Rockfish","2019",44977,16030033
"Bering Sea and Aleutian Islands","Catcher Vessels","Rockfish","2019",4891,1726445
"Gulf of Alaska","All Sectors","Rockfish","2019",30784,14499026
"Gulf of Alaska","Catcher Processors","Rockfish","2019",15881,6886507
"Gulf of Alaska","Catcher Vessels","Rockfish","2019",14903,7612520
"All Alaska","Catcher Vessels","Pollock","2019",854162,296487599
"Bering Sea and Aleutian Islands","All Sectors","Pollock","2019",1401836,448263681
"Bering Sea and Aleutian Islands","Catcher Processors","Pollock","2019",666236,187788532
"Bering Sea and Aleutian Islands","Catcher Vessels","Pollock","2019",735600,260475148
"Gulf of Alaska","All Sectors","Pollock","2019",118893,36099667
"Gulf of Alaska","Catcher Processors","Pollock","2019",330,87217
"Gulf of Alaska","Catcher Vessels","Pollock","2019",118562,36012450
"All Alaska","All Sectors","Rockfish","2019",80652,32255505
"Bering Sea and Aleutian Islands","All Sectors","Pacific Cod","2019",195981,187639017
"Bering Sea and Aleutian Islands","Catcher Processors","Pacific Cod","2019",118402,117714794
"Bering Sea and Aleutian Islands","Catcher Vessels","Pacific Cod","2019",77579,69924223
"Gulf of Alaska","All Sectors","Pacific Cod","2019",14448,15668270
"Gulf of Alaska","Catcher Processors","Pacific Cod","2019",1552,1572095
"Gulf of Alaska","Catcher Vessels","Pacific Cod","2019",12895,14096175
"All Alaska","All Sectors","Pollock","2019",1520729,484363348
"All Alaska","Catcher Processors","Pollock","2019",666567,187875749
"Bering Sea and Aleutian Islands","Catcher Vessels","Flatfish","2020",21227,7981524
"Gulf of Alaska","All Sectors","Flatfish","2020",24367,4454960
"Gulf of Alaska","Catcher Processors","Flatfish","2020",5311,1009167
"Gulf of Alaska","Catcher Vessels","Flatfish","2020",19056,3445794
"All Alaska","All Sectors","Other Groundfish","2020",9801,6875131
"All Alaska","Catcher Processors","Other Groundfish","2020",8375,5921167
"All Alaska","Catcher Vessels","Other Groundfish","2020",1426,953964
"Bering Sea and Aleutian Islands","All Sectors","Other Groundfish","2020",8964,6068678
"Bering Sea and Aleutian Islands","Catcher Processors","Other Groundfish","2020",8365,5914969
"Bering Sea and Aleutian Islands","Catcher Vessels","Other Groundfish","2020",599,153709
"Gulf of Alaska","All Sectors","Other Groundfish","2020",837,806453
"Gulf of Alaska","Catcher Processors","Other Groundfish","2020",9,6198
"Gulf of Alaska","Catcher Vessels","Other Groundfish","2020",827,800255
"All Alaska","All Sectors","Pacific Cod","2020",170699,192493710
"All Alaska","Catcher Processors","Pacific Cod","2020",98758,131717641
"All Alaska","Catcher Vessels","Pacific Cod","2020",71941,60776069
"Bering Sea and Aleutian Islands","All Sectors","Pacific Cod","2020",165856,188269999
"Bering Sea and Aleutian Islands","Catcher Processors","Pacific Cod","2020",98687,131661784
"Bering Sea and Aleutian Islands","Catcher Vessels","Pacific Cod","2020",67169,56608215
"Gulf of Alaska","All Sectors","Pacific Cod","2020",4843,4223711
"Gulf of Alaska","Catcher Processors","Pacific Cod","2020",71,55857
"Gulf of Alaska","Catcher Vessels","Pacific Cod","2020",4772,4167854
"All Alaska","All Sectors","Pollock","2020",1464472,417731085
"All Alaska","Catcher Processors","Pollock","2020",633642,155739286
"All Alaska","Catcher Vessels","Pollock","2020",830830,261991799
"Bering Sea and Aleutian Islands","All Sectors","Pollock","2020",1357847,390013346
"Bering Sea and Aleutian Islands","Catcher Processors","Pollock","2020",633304,155651443
"Bering Sea and Aleutian Islands","Catcher Vessels","Pollock","2020",724543,234361903
"Gulf of Alaska","All Sectors","Pollock","2020",106625,27717739
"Gulf of Alaska","Catcher Processors","Pollock","2020",338,87843
"Gulf of Alaska","Catcher Vessels","Pollock","2020",106287,27629896
"All Alaska","All Sectors","Rockfish","2020",76285,24193638
"All Alaska","Catcher Processors","Rockfish","2020",55459,17226585
"All Alaska","Catcher Vessels","Rockfish","2020",20826,6967054
"Bering Sea and Aleutian Islands","All Sectors","Rockfish","2020",46003,14716064
"Bering Sea and Aleutian Islands","Catcher Processors","Rockfish","2020",40696,13028253
"Bering Sea and Aleutian Islands","Catcher Vessels","Rockfish","2020",5307,1687811
"Gulf of Alaska","All Sectors","Rockfish","2020",30282,9477574
"Gulf of Alaska","Catcher Processors","Rockfish","2020",14763,4198332
"Gulf of Alaska","Catcher Vessels","Rockfish","2020",15519,5279242
"All Alaska","All Sectors","Sablefish","2020",14069,50849479
"All Alaska","Catcher Processors","Sablefish","2020",1995,4855494
"All Alaska","Catcher Vessels","Sablefish","2020",12074,45993985
"Bering Sea and Aleutian Islands","All Sectors","Sablefish","2020",2714,4929181
"Bering Sea and Aleutian Islands","Catcher Processors","Sablefish","2020",1050,2274718
"Bering Sea and Aleutian Islands","Catcher Vessels","Sablefish","2020",1664,2654462
"Gulf of Alaska","All Sectors","Sablefish","2020",11355,45920298
"Gulf of Alaska","Catcher Processors","Sablefish","2020",945,2580775
"Gulf of Alaska","Catcher Vessels","Sablefish","2020",10410,43339523
"All Alaska","All Sectors","All Groundfish","2020",2019164,807216589
"All Alaska","Catcher Processors","All Groundfish","2020",1036151,415922590
"All Alaska","Catcher Vessels","All Groundfish","2020",983012,391293999
"Bering Sea and Aleutian Islands","All Sectors","All Groundfish","2020",1840345,714314590
"Bering Sea and Aleutian Islands","Catcher Processors","All Groundfish","2020",1014203,407683155
"Bering Sea and Aleutian Islands","Catcher Vessels","All Groundfish","2020",826141,306631435
"Gulf of Alaska","All Sectors","All Groundfish","2020",178819,92902000
"Gulf of Alaska","Catcher Processors","All Groundfish","2020",21948,8239435
"Gulf of Alaska","Catcher Vessels","All Groundfish","2020",156871,84662564
"All Alaska","All Sectors","Atka Mackerel","2020",58636,33159960
"All Alaska","Catcher Processors","Atka Mackerel","2020",53004,29976150
"All Alaska","Catcher Vessels","Atka Mackerel","2020",5632,3183810
"Bering Sea and Aleutian Islands","All Sectors","Atka Mackerel","2020",58125,32858696
"Bering Sea and Aleutian Islands","Catcher Processors","Atka Mackerel","2020",52493,29674886
"Bering Sea and Aleutian Islands","Catcher Vessels","Atka Mackerel","2020",5632,3183810
"Gulf of Alaska","All Sectors","Atka Mackerel","2020",511,301264
"Gulf of Alaska","Catcher Processors","Atka Mackerel","2020",511,301264
"Gulf of Alaska","Catcher Vessels","Atka Mackerel","2020",-9999,-9999
"All Alaska","All Sectors","Flatfish","2020",225202,81913586
"All Alaska","Catcher Processors","Flatfish","2020",184919,70486269
"All Alaska","Catcher Vessels","Flatfish","2020",40282,11427318
"Bering Sea and Aleutian Islands","All Sectors","Flatfish","2020",200835,77458626
"Bering Sea and Aleutian Islands","Catcher Processors","Flatfish","2020",179609,69477102
