"rowid","year","comm_name_orig","January","February","March","April","May","June","July","August","September","October","November","December","Landings","extra1"
4118,2017,"Oilfish","153","0","273","0","138","0","510","513","1,076","187","295","0","3,145",NA
4119,2017,"Opah","59,550","41,964","54,851","36,156","25,593","7,336","40,313","81,640","80,597","37,856","44,832","62,455","573,143",NA
4120,2017,"Opaleye","39","379","90","0","0","3","0","9","0","2","240","0","762",NA
4121,2017,"Pomfret","0","0","0","102","0","0","367","3,679","1,683","1,229","943","2,399","10,402",NA
4122,2017,"Prickleback, monkeyface (eel","15","25","35","0","82","29","3","0","11","0","0","0","201",NA
4123,2017,"Queenfish","0","11","5","0","0","0","0","0","0","0","0","0","16",NA
4124,2017,"Ratfish, spotted","0","0","18","64","12","6","183","5","237","0","5","10","541",NA
4125,2017,"Ray, Pacific electric","0","40","61","0","0","0","100","2","99","10","53","4","369",NA
4126,2017,"Ray, bat","2,805","1,590","1,126","1,742","2,363","1,616","2,215","3,997","2,870","1,380","2,518","1,494","25,716",NA
4127,2017,"Ray, unspecified","0","0","0","10","0","0","47","15","0","4","0","0","76",NA
4128,2017,"Rockfish, China","81","193","5","2","238","201","325","821","670","342","207","758","3,843",NA
4129,2017,"Rockfish, Mexican","2","0","0","0","2","39","0","205","503","521","311","187","1,770",NA
4130,2017,"Rockfish, Pacific ocean perch","1","17","36","46","1","3","0","7","32","16","9","19","187",NA
4131,2017,"Rockfish, aurora","143","61","346","143","941","213","75","284","440","151","924","2,717","6,438",NA
4132,2017,"Rockfish, bank","3,326","1,473","458","19,758","5","2,812","3,223","101","6,687","1,727","27,231","215","67,016",NA
4133,2017,"Rockfish, black-and-yellow","1,342","757","0","0","2,911","3,484","5,330","5,565","5,638","2,279","2,507","3,033","32,845",NA
4134,2017,"Rockfish, black","1,211","676","5,205","7,420","18,980","22,664","16,268","16,478","15,614","9,124","1,584","8,413","123,634",NA
4135,2017,"Rockfish, blackgill","2,639","1,211","4,067","3,993","4,817","6,098","9,340","26,648","20,388","10,483","15,214","9,602","114,499",NA
4136,2017,"Rockfish, blue","1,431","1,141","1,808","336","1,101","2,312","2,651","2,501","2,040","2,422","2,452","3,954","24,148",NA
4137,2017,"Rockfish, bocaccio","1,280","1,205","27,789","29,789","48,404","65,098","17,925","11,569","7,115","13,502","7,433","16,477","247,585",NA
4138,2017,"Rockfish, brown","1,912","1,678","2","0","4,654","4,396","5,520","5,714","5,044","3,299","3,347","4,562","40,128",NA
4139,2017,"Rockfish, calico","0","0","0","0","0","0","0","2","0","0","0","0","2",NA
4140,2017,"Rockfish, canary","0","318","119","2,795","9,235","76,306","26,428","28,524","28,200","2,832","1,455","1,358","177,571",NA
4141,2017,"Rockfish, chilipepper","1,140","674","1,693","11,494","18,067","35,632","13,166","31,031","35,858","59,545","12,096","51,861","272,258",NA
4142,2017,"Rockfish, copper","1,185","878","0","21","2,604","1,590","2,667","3,108","3,811","2,398","1,695","2,365","22,321",NA
4143,2017,"Rockfish, cowcod","0","0","26","17","128","309","70","106","502","20","8","44","1,231",NA
4144,2017,"Rockfish, darkblotched","56","734","1,317","2,078","2,610","1,901","2,509","1,717","1,833","363","966","1,693","17,777",NA
4145,2017,"Rockfish, flag","98","10","0","0","45","25","23","50","9","48","56","75","438",NA
4146,2017,"Rockfish, gopher","3,820","4,332","0","0","4,588","4,780","8,604","7,377","7,225","5,509","6,523","7,047","59,806",NA
4147,2017,"Rockfish, grass","814","386","0","0","3,601","1,929","3,271","2,163","5,840","1,330","2,895","1,563","23,791",NA
4148,2017,"Rockfish, greenblotched","0","4","1","0","0","39","30","16","9","23","0","2","125",NA
4149,2017,"Rockfish, greenspotted","188","187","7","54","383","428","472","245","484","533","704","748","4,433",NA
4150,2017,"ishes","","","","","","","","","","","","","",NA
4151,2017,"Rockfish, greenstriped","6","12","33","7","72","94","168","94","281","113","143","201","1,224",NA
4152,2017,"Rockfish, group black/blue","0","0","0","0","0","0","0","0","0","0","0","11","11",NA
4153,2017,"Rockfish, group bolina","0","0","0","0","0","0","0","0","0","29","17","55","101",NA
4154,2017,"Rockfish, group deep nearsho","0","0","0","0","0","0","0","3","265","26","84","0","377",NA
4155,2017,"Rockfish, group nearshore","0","0","0","0","0","6","0","0","0","2","0","75","83",NA
4156,2017,"Rockfish, group red","10","11","0","0","60","39","9","4","83","596","167","51","1,030",NA
4157,2017,"Rockfish, group shelf","53","14","41","514","2,504","7,419","11,822","22,736","9,965","5,423","184","599","61,272",NA
4158,2017,"Rockfish, group slope","32","1,437","1,681","2,385","3,710","6,528","2,959","4,144","5,021","2,180","2,274","1,883","34,234",NA
4159,2017,"Rockfish, group small","0","0","0","0","0","219","1","0","0","0","230","1","452",NA
4160,2017,"Rockfish, honeycomb","7","0","0","0","0","0","2","1","0","0","0","0","10",NA
4161,2017,"Rockfish, kelp","129","102","0","0","166","91","228","142","167","137","174","219","1,555",NA
4162,2017,"Rockfish, olive","3","114","41","0","13","19","62","97","144","29","18","33","572",NA
4163,2017,"Rockfish, pink","0","0","0","0","0","0","0","37","97","179","56","162","532",NA
4164,2017,"Rockfish, quillback","37","67","15","46","437","363","495","1,226","1,020","725","223","390","5,043",NA
4165,2017,"Rockfish, redbanded","16","1","3","99","2","350","22","115","45","662","129","139","1,583",NA
4166,2017,"Rockfish, rosethorn","0","0","0","0","32","40","29","16","22","24","33","95","292",NA
4167,2017,"Rockfish, rosy","59","29","0","0","19","42","33","53","55","12","16","14","332",NA
4168,2017,"Rockfish, rougheye","0","30","60","126","90","51","39","45","6","40","38","10","535",NA
4169,2017,"Rockfish, shortbelly","0","0","0","321","234","107","69","30","28","152","3","0","944",NA
4170,2017,"Rockfish, shortraker","0","0","0","0","14","0","12","0","0","13","22","0","61",NA
4171,2017,"Rockfish, speckled","159","72","0","0","15","81","156","66","70","156","78","91","943",NA
4172,2017,"Rockfish, splitnose","251","262","980","4,049","25","800","2,111","54","3,883","409","538","8,661","22,023",NA
4173,2017,"Rockfish, squarespot","27","29","0","0","79","7","3","32","0","1","72","18","269",NA
4174,2017,"Rockfish, starry","241","109","18","0","299","67","296","313","227","276","334","185","2,366",NA
4175,2017,"Rockfish, stripetail","0","0","0","0","35","98","52","2","35","8","32","1","263",NA
4176,2017,"Rockfish, treefish","597","467","0","0","564","341","746","486","387","464","670","414","5,135",NA
4177,2017,"Rockfish, unspecified","328","64","9","0","35","58","61","232","204","407","41","0","1,438",NA
4178,2017,"Rockfish, vermilion","4,182","6,547","50","56","8,554","11,370","13,918","13,782","12,373","9,288","10,539","13,787","104,446",NA
4179,2017,"Rockfish, widow","141","1,448","67","190","1,775","1,701","61,535","1,136","549","43,819","964","1,051","114,376",NA
4180,2017,"Rockfish, yelloweye","0","0","1","0","2","4","0","3","153","0","0","34","197",NA
4181,2017,"Rockfish, yellowtail","114","311","44","951","3,874","1,643","1,445","2,994","2,964","2,342","1,080","2,457","20,219",NA
4182,2017,"Sablefish","110,395","137,622","228,214","370,429","312,440","305,189","232,053","432,784","457,112","463,518","292,180","269,191","3,611,126",NA
4183,2017,"Salmon, Chinook","32","0","0","16","58,899","87,469","667","214,838","118,651","15,849","6","133","496,560",NA
4184,2017,"Salmon, Roe (Chinook, Coho)","0","0","0","0","0","10","0","195","312","86","0","0","602",NA
4185,2017,"Sanddab, Pacific","0","0","6","346","78","1,252","120","6,844","256","3,106","0","0","12,008",NA
4186,2017,"Sanddab","89","477","545","1,254","13,976","17,982","13,422","28,837","6,740","9,218","2,500","2,081","97,121",NA
4187,2017,"Sardine, Pacific","40,591","0","19,679","30,221","139,302","153,025","44,190","17,334","113,671","314,765","34,877","45,236","952,891",NA
4188,2017,"Sargo","0","0","0","0","0","0","0","0","0","0","3","0","3",NA
4189,2017,"Scorpionfish, California","55","76","0","0","509","836","457","614","161","204","233","308","3,454",NA
4190,2017,"ishes","","","","","","","","","","","","","",NA
4191,2017,"Sculpin, staghorn","0","0","0","0","0","3","27","45","110","92","98","53","428",NA
4192,2017,"Seabass, white","967","3,643","10,398","542","312","83,780","92,952","16,129","7,209","5,640","2,280","5,061","228,912",NA
4193,2017,"Seaperch, striped","279","167","569","296","0","0","0","0","0","0","185","690","2,186",NA
4194,2017,"Shad, American","0","0","0","185","44","2","199","10","1","0","1","12","454",NA
4195,2017,"Shad, threadfin","0","0","0","620","1,377","270","1,050","2,050","1,540","3,855","3,940","2,080","16,782",NA
4196,2017,"Shark, Pacific angel","2,181","1,275","1,563","1,285","1,699","3,142","4,004","2,188","669","974","825","1,191","20,996",NA
4197,2017,"Shark, bigeye thresher","0","0","0","0","125","881","0","0","327","212","95","478","2,118",NA
4198,2017,"Shark, blue","0","0","0","0","25","0","12","6","0","0","16","2","61",NA
4199,2017,"Shark, brown smoothhound","49","19","18","26","188","43","193","13","0","27","0","7","583",NA
4200,2017,"Shark, gray smoothhound","0","0","0","0","7","0","0","0","0","0","0","0","7",NA
4201,2017,"Shark, horn","3","0","0","0","0","5","0","15","0","0","0","0","23",NA
4202,2017,"Shark, leopard","795","1,952","864","474","624","448","533","369","144","198","266","797","7,463",NA
4203,2017,"Shark, pelagic thresher","0","0","0","0","0","0","0","12","0","5,805","0","0","5,817",NA
4204,2017,"Shark, salmon","98","0","0","0","0","0","0","0","0","0","0","0","98",NA
4205,2017,"Shark, sevengill","0","88","0","0","304","189","0","147","35","157","190","0","1,111",NA
4206,2017,"Shark, shortfin mako","2,092","1,126","4,884","0","4,353","3,285","4,685","5,923","3,275","9,508","9,752","8,887","57,770",NA
4207,2017,"Shark, soupfin","599","1,080","912","826","807","707","1,008","389","497","1,117","3,105","2,857","13,906",NA
4208,2017,"Shark, spiny dogfish","88","22","29","15","99","361","163","118","274","71","689","2,214","4,142",NA
4209,2017,"Shark, swell","15","129","0","0","0","8","0","62","64","7","0","45","329",NA
4210,2017,"Shark, thresher","20,190","179","6,577","1,258","8,714","6,423","11,160","3,292","722","3,602","10,388","12,564","85,068",NA
4211,2017,"Shark, unspecified","701","902","285","275","186","198","683","444","522","416","230","0","4,841",NA
4212,2017,"Shark, white","0","0","0","0","0","0","0","0","0","0","0","130","130",NA
4213,2017,"Sheephead, California","4,328","5,709","0","0","4,054","10,719","9,303","4,581","3,955","1,412","2,673","4,290","51,025",NA
4214,2017,"Skate, California","9","0","55","114","0","178","33","90","19","13","68","112","691",NA
4215,2017,"Skate, big","0","0","691","846","10,998","8,481","9,991","12,140","6,296","663","3,012","240","53,358",NA
4216,2017,"Skate, longnose","2,227","12,172","28,395","27,963","33,086","27,317","16,796","36,386","37,171","34,030","41,665","26,251","323,459",NA
4217,2017,"Skate, thornback","0","0","0","0","0","0","0","0","0","8","0","0","8",NA
4218,2017,"Skate, unspecified","775","567","1,632","1,033","837","2,194","1,639","169","3,583","1,509","2,085","2,735","18,758",NA
4219,2017,"Smelt, night","1,004","12,387","46,075","50,577","90,984","58,705","23,145","5,106","0","0","0","0","287,983",NA
4220,2017,"Smelt, surf","0","0","0","341","0","30","218","98","1","0","0","0","689",NA
4221,2017,"Smelts, true","0","0","0","0","0","0","0","0","0","0","0","21","21",NA
4222,2017,"Sole, Dover","74,522","243,633","511,843","344,208","236,019","356,076","242,971","439,748","369,334","399,086","313,656","374,135","3,905,231",NA
4223,2017,"Sole, English","532","1,162","3,303","9,799","33,797","38,326","49,048","45,071","27,732","6,288","7,729","4,887","227,674",NA
4224,2017,"Sole, bigmouth","1","0","0","0","0","0","0","0","0","0","0","0","1",NA
4225,2017,"Sole, curlfin","43","83","96","168","95","3","5","177","117","483","213","6","1,489",NA
4226,2017,"Sole, fantail","89","111","136","20","32","213","523","575","281","34","55","78","2,146",NA
4227,2017,"Sole, petrale","64,139","141,649","106,372","36,367","108,070","118,993","140,447","145,162","123,464","115,257","88,655","177,892","1,366,465",NA
4228,2017,"Sole, rex","2,723","11,993","15,492","19,171","19,872","12,061","12,138","21,087","21,440","11,131","13,566","26,005","186,679",NA
4229,2017,"Sole, rock","86","133","75","56","187","217","270","251","205","140","63","118","1,802",NA
4230,2017,"ishes","","","","","","","","","","","","","",NA
4231,2017,"Sole, sand","352","567","795","308","1,011","988","2,565","3,552","2,218","828","416","19","13,619",NA
4232,2017,"Sole, slender","0","0","0","0","69","41","44","1","10","17","34","24","240",NA
4233,2017,"Sole, unspecified","570","158","289","924","777","83","272","212","119","297","128","79","3,908",NA
4234,2017,"Splittail","0","601","0","0","0","622","0","0","0","0","0","0","1,223",NA
4235,2017,"Stingray","0","0","0","0","0","950","426","30","107","2,539","978","27","5,057",NA
4236,2017,"Surfperch, barred","801","720","1,845","1,674","7","0","7","179","357","597","912","957","8,056",NA
4237,2017,"Surfperch, black","143","563","552","288","0","0","3","0","0","2","27","337","1,914",NA
4238,2017,"Surfperch, calico","18","81","80","96","0","0","0","6","0","0","0","0","281",NA
4239,2017,"Surfperch, pile","5","20","11","56","0","0","0","0","0","0","25","20","137",NA
4240,2017,"Surfperch, rainbow","0","41","19","60","10","13","2","1","2","0","3","2","153",NA
4241,2017,"Surfperch, redtail","100","158","2,386","1,303","117","0","0","3,745","3,789","361","666","428","13,053",NA
4242,2017,"Surfperch, rubberlip","95","63","397","196","0","0","0","38","25","0","9","48","871",NA
4243,2017,"Surfperch, shiner","0","0","0","40","97","92","0","0","0","0","9","0","238",NA
4244,2017,"Surfperch, silver","0","0","7","3","0","0","0","0","0","0","0","0","10",NA
4245,2017,"Surfperch, unspecified","203","239","50","54","2","1","0","0","79","0","4","0","631",NA
4246,2017,"Surfperch, walleye","0","1","0","48","0","0","0","0","0","0","10","0","59",NA
4247,2017,"Surfperch, white","5","35","24","0","0","0","0","0","0","0","30","11","105",NA
4248,2017,"Swordfish","123,255","78,521","155,425","303","103,194","3,846","16,395","20,167","18,642","46,229","180,248","290,882","1,037,106",NA
4249,2017,"Thornyhead, longspine","58,507","44,596","131,885","101,486","35,471","75,421","32,022","138,280","124,270","82,298","41,491","53,439","919,166",NA
4250,2017,"Thornyhead, shortspine","47,377","44,425","69,725","71,393","64,082","45,763","52,287","74,494","70,838","70,219","65,178","70,842","746,622",NA
4251,2017,"Thornyheads","178","83","38","400","336","254","195","176","107","189","145","591","2,691",NA
4252,2017,"Trawled fish, unspecified","65","1,495","1,132","216","320","11","0","50","738","1,575","828","1,418","7,848",NA
4253,2017,"Triggerfish","0","0","0","0","0","3","0","3","0","0","4","0","10",NA
4254,2017,"Tuna, albacore","0","0","34","0","0","164","6,112","103,308","91,245","73,556","399","63","274,881",NA
4255,2017,"Tuna, bigeye","89,612","90,147","149,371","97,315","175,684","68,887","75,589","144,314","64,110","46,681","48,592","94,406","1,144,708",NA
4256,2017,"Tuna, bluefin","842","233","240","0","9,905","4,642","381,168","672,560","0","0","0","0","1,069,589",NA
4257,2017,"Tuna, skipjack","1,678","520","441","1,434","1,078","513","50","195","81,997","1,329","1,934","508","91,677",NA
4258,2017,"Tuna, unspecified","0","0","0","0","313","0","0","19","0","0","0","0","332",NA
4259,2017,"Tuna, yellowfin","1,381","300","1,334","13,644","14,517","4,490","1,897,001","677,660","1,207,535","8,244","11,431","14,146","3,851,683",NA
4260,2017,"Turbot, hornyhead","0","0","0","0","0","0","2","10","0","0","0","0","12",NA
4261,2017,"Turbot","7","30","167","317","200","51","5","176","217","132","0","204","1,506",NA
4262,2017,"Wahoo","1,168","1,094","2,377","2,408","4,414","720","938","1,086","2,161","786","1,276","2,718","21,146",NA
4263,2017,"Whitefish, ocean","2,230","537","250","128","380","92","587","396","655","386","1,062","2,476","9,180",NA
4264,2017,"Whiting, Pacific","392","461","47","79","377","863","2,581","353","1,686","1,683","161","2,250","10,932",NA
4265,2017,"Yellowtail","1,682","1,046","764","1,078","4,752","12,271","6,891","6,290","4,477","3,476","11,976","18,378","73,081",NA
4266,2017,"rustaceans","","","","","","","","","","","","","",NA
4267,2017,"Crab, Dungeness","3,239,540","1,826,430","1,043,620","964,072","740,056","435,871","58,074","1,586","0","614","3,139,844","1,431,064","12,880,770",NA
4268,2017,"Crab, armed box","0","0","0","0","0","0","43","222","103","0","0","0","368",NA
4269,2017,"Crab, box","1,130","1,044","3,369","3,161","8,280","6,107","13,266","11,528","2,860","4,088","5,747","9,202","69,781",NA
4270,2017,"rustaceans","","","","","","","","","","","","","",NA
4271,2017,"Crab, brown rock","8,553","11,747","9,055","12,358","6,703","16,587","12,749","17,706","21,175","12,504","7,021","13,259","149,416",NA
4272,2017,"Crab, claws","5","0","0","0","0","0","28","0","82","118","71","21","325",NA
4273,2017,"Crab, king","0","40","50","69","646","72","226","498","884","831","632","628","4,575",NA
4274,2017,"Crab, pelagic red","0","0","0","0","0","5,152","1,936","0","0","0","0","0","7,088",NA
4275,2017,"Crab, red rock","32,799","35,845","32,450","39,840","44,556","68,289","75,720","75,419","51,690","41,173","39,358","41,450","578,588",NA
4276,2017,"Crab, rock unspecified","7,516","9,286","16,903","9,581","9,227","12,687","19,075","19,901","20,303","29,240","21,445","10,070","185,233",NA
4277,2017,"Crab, shore","0","0","0","0","0","0","0","0","0","0","1","0","1",NA
4278,2017,"Crab, southern kelp","0","0","0","0","0","0","0","0","6","8","20","121","155",NA
4279,2017,"Crab, spider","8,642","10,575","6,892","5,080","1,600","2,595","5,085","5,183","5,410","11,511","10,625","10,425","83,622",NA
4280,2017,"Crab, spider/sheep claws","91","0","0","0","0","0","0","6","0","128","0","0","225",NA
4281,2017,"Crab, tanner","5","0","17","59","22","11","2","6","16","77","114","59","388",NA
4282,2017,"Crab, yellow rock","13,001","12,561","17,849","17,482","18,395","34,329","49,494","52,953","50,995","33,184","30,208","40,723","371,175",NA
4283,2017,"Crayfish, red swamp","0","0","0","0","0","48","0","0","188","0","0","0","236",NA
4284,2017,"Crayfish, signal","0","0","0","0","0","814","0","0","0","0","0","0","814",NA
4285,2017,"Crayfish, unspecified","0","0","285","285","493","7,855","16,988","50,620","30,804","7,476","2,029","888","117,723",NA
4286,2017,"Crustacean, unspecified","354","63","0","0","0","0","0","0","0","0","0","0","417",NA
4287,2017,"Lobster, California spiny","116,702","65,295","48,511","0","0","0","0","0","0","250,095","123,593","102,181","706,378",NA
4288,2017,"Prawn, golden","0","0","780","0","0","0","0","0","0","0","0","0","780",NA
4289,2017,"Prawn, ridgeback","47,222","38,117","68,019","49,719","34,520","544","0","0","0","58,106","44,168","43,364","383,778",NA
4290,2017,"Prawn, spot","21,935","39,606","50,770","41,273","43,121","33,241","43,264","62,899","44,700","63,740","5,744","14,657","464,950",NA
4291,2017,"Shrimp, bay","28","40","14","17","130","864","2,227","1,632","1,841","2,380","2,418","2,750","14,341",NA
4292,2017,"Shrimp, brine","0","0","0","0","0","163,374","249,000","250,907","84,576","0","0","0","747,857",NA
4293,2017,"Shrimp, coonstriped","0","0","0","0","7,763","24,518","22,319","21,154","15,689","19,734","0","0","111,177",NA
4294,2017,"Shrimp, ghost","2","0","0","0","0","0","0","0","0","0","0","0","2",NA
4295,2017,"Shrimp, mantis","0","0","11","14","0","0","0","0","0","0","0","0","25",NA
4296,2017,"Shrimp, ocean (pink)","0","0","0","0","535,244","1,205,193","763,766","709,288","200,817","56,472","0","0","3,470,780",NA
4297,2017,"Shrimp, unspecified","0","0","1,012","67","0","0","0","0","0","0","0","19","1,098",NA
4298,2017,"chinoderms","","","","","","","","","","","","","",NA
4299,2017,"Bat star","0","0","25","8","14","0","965","0","30","6","16","0","1,065",NA
4300,2017,"Bryozoan","0","0","0","0","0","0","0","0","0","0","2","0","3",NA
4301,2017,"Sand dollar","2","0","0","0","0","0","0","0","0","0","0","0","2",NA
4302,2017,"Sea cucumber, giant red","74","208","1,996","2,006","2,450","4,432","22,607","10,006","3,313","1,274","219","101","48,684",NA
4303,2017,"Sea cucumber, unspecified","27","5","50","0","0","0","0","15","0","45","532","0","674",NA
4304,2017,"Sea cucumber, warty","270","4,406","21,363","16,405","15,027","14,667","20,358","10,728","2,186","2","281","742","106,436",NA
4305,2017,"Sea stars","33","8","0","1","0","0","0","0","0","25","12","0","80",NA
4306,2017,"Sea urchin, Coronado","0","0","0","0","6","0","0","0","0","0","0","0","6",NA
4307,2017,"Sea urchin, purple","223","143","70","55","164","946","195","306","266","171","4,522","110","7,171",NA
4308,2017,"Sea urchin, red","439,914","302,194","443,474","229,047","362,488","161,936","390,059","390,801","362,666","266,340","409,774","419,469","4,178,160",NA
4309,2017,"chinoderms","","","","","","","","","","","","","",NA
4310,2017,"Sea urchin, white","0","0","0","7","0","0","4","0","0","0","280","0","291",NA
4311,2017,"ollusks","","","","","","","","","","","","","",NA
4312,2017,"Clam, purple","0","0","0","0","0","0","0","0","0","0","220","0","220",NA
4313,2017,"Clam, unspecified","0","224","0","0","0","0","0","0","0","0","0","0","224",NA
4314,2017,"Limpet, keyhole","0","0","166","8","10","0","5","101","4","189","0","0","483",NA
4315,2017,"Mussel","0","0","0","0","0","0","0","0","0","0","120","0","120",NA
4316,2017,"Octopus, unspecified","27","38","372","444","152","250","248","447","162","280","182","252","2,855",NA
4317,2017,"Sea hare","273","110","199","165","127","59","63","25","64","0","12","0","1,096",NA
4318,2017,"Snail, sea","59","87","0","0","0","0","0","0","0","0","0","0","146",NA
4319,2017,"Snail, top","2","0","0","0","0","0","160","535","14","8","0","0","719",NA
4320,2017,"Snails, moon","72","197","56","87","123","76","77","218","247","266","240","287","1,946",NA
4321,2017,"Squid, jumbo","0","0","0","3","31","0","0","0","15","0","92","0","141",NA
4322,2017,"Squid, market","1,626,828","33,193","1,430,899","11,248,525","8,257,828","10,637,613","8,829,519","5,983,655","3,133,698","9,052,051","38,588,042","38,849,278","137,671,129",NA
4323,2017,"Whelk, Kellet's","10,980","8,814","9,854","46","0","0","13,979","11,843","10,103","12,363","6,975","9,316","94,271",NA
4324,2017,"lants","","","","","","","","","","","","","",NA
4325,2017,"Kelp, giant","0","0","0","0","0","0","0","0","0","10","0","0","10",NA
4326,2017,"orms","","","","","","","","","","","","","",NA
4327,2017,"Invertebrate Unspecified","0","21","115","5","0","0","0","0","0","0","0","0","141",NA
4328,2017,"Spiders, sea","306","307","0","0","0","0","0","0","0","0","0","0","613",NA
4329,2017,"Sponges","0","0","2,280","0","0","0","0","0","0","0","0","0","2,280",NA
4330,2017,"Worms, marine","0","0","0","0","0","0","0","0","0","0","38","0","38",NA
4331,2017,"Total Pounds:","6,961,887","3,659,652","5,864,365","14,830,461","13,212,670","16,453,434","15,766,647","15,778,372","10,829,627","17,598,874","44,379,003","43,412,952","208,747,944",NA
4332,2018,"FISHES",NA,"","","","","","","","","","","","",""
4333,2018,"Anchovy, northern",NA,"3,722","1,612,252","6,326,501","4,317,373","1,223,349","4,953,224","7,005,532","2,968,546","5,833,794","3,176,417","783,738","160,520","38,364,968"
4334,2018,"Barracuda, California",NA,"0","0","0","47","21,603","2,656","342","222","12","8","36","0","24,927"
4335,2018,"Bass, giant sea",NA,"225","227","136","185","0","860","1,756","1,086","97","52","362","7","4,992"
4336,2018,"Bass, striped",NA,"0","0","0","0","0","0","0","7","0","7","0","0","14"
4337,2018,"Blacksmith",NA,"0","0","0","0","0","0","30","0","1","5","0","1","37"
4338,2018,"Bonito, Pacific",NA,"522","21","63,881","0","0","1,278","885,155","515,281","1,111","17,958","1,179","1,047","1,487,434"
4339,2018,"Bullhead, brown",NA,"0","0","0","0","0","0","0","0","0","6","0","0","6"
4340,2018,"Butterfish (Pacific",NA,"38","107","65","0","50","239","225","3,473","536","268","35","78","5,114"
4341,2018,"pompano)",NA,"","","","","","","","","","","","",""
4342,2018,"Cabezon",NA,"2,770","3,735","0","0","2,623","4,721","8,645","6,648","7,295","3,842","5,095","1,367","46,741"
4343,2018,"Carp",NA,"154","302","444","0","0","0","0","0","0","0","0","263","1,163"
4344,2018,"Corvina, shortfin",NA,"0","0","0","0","7","0","0","0","0","0","0","0","7"
4345,2018,"Croaker, white",NA,"6,678","622","4,418","1,996","742","915","5,011","6,347","1,202","9,118","6,626","7,344","51,018"
4346,2018,"Dolphin (fish)",NA,"474","1,141","1,358","2,928","1,157","405","606","1,738","906","3,213","8,657","2,862","25,445"
4347,2018,"Eel",NA,"0","13","0","101","90","0","0","5","0","6","0","0","215"
4348,2018,"Eel, California moray",NA,"16","29","21","0","18","33","13","432","4","7","0","1,639","2,212"
4349,2018,"Eel, wolf (wolf-eel)",NA,"0","0","0","0","14","7","29","16","7","6","0","0","79"
4350,2018,"Escolar",NA,"1,872","1,390","844","835","2,028","259","81","837","166","1,972","1,289","1,332","12,905"
4351,2018,"Fish, unspecified",NA,"170","23","33","51","592","466","780","552","722","962","1,623","1,231","7,205"
4352,2018,"Flounder, arrowtooth",NA,"27,215","4,731","9,931","991","723","463","1,236","2,181","859","2,893","1,333","1,096","53,652"
4353,2018,"Flounder, starry",NA,"766","1,435","771","259","530","318","273","1,048","400","1,343","307","0","7,450"
4354,2018,"Flounder, unspecified",NA,"10","0","0","2","0","0","82","30","0","0","2","0","127"
4355,2018,"Flyingfish",NA,"0","0","0","0","0","0","0","478","848","0","0","0","1,326"
4356,2018,"Goby, yellowfin",NA,"56","1","0","0","0","0","0","0","10","76","37","4","184"
4357,2018,"Greenling, kelp",NA,"569","543","0","0","577","680","1,497","886","1,295","636","928","199","7,809"
4358,2018,"Greenling, rock",NA,"0","0","0","0","0","0","0","0","0","0","31","0","31"
4359,2018,"Grenadier",NA,"3,690","3,684","8,175","10,462","4,199","863","3,058","648","720","3,230","3,271","2,766","44,766"
4360,2018,"Guitarfish, shovelnose",NA,"118","64","42","30","582","0","0","0","5","0","24","66","931"
4361,2018,"Hagfish, Pacific",NA,"0","0","0","575","2,186","425","44,816","85,166","94,098","177,560","121,677","59,260","585,763"
4362,2018,"Hagfish, unspecified",NA,"92,794","73,817","125,903","153,888","191,748","255,624","190,228","208,187","127,190","75,272","30,248","16,831","1,541,730"
4363,2018,"Halfmoon",NA,"0","0","0","0","0","0","3","0","2","0","11","0","16"
4364,2018,"Halibut, California",NA,"24,034","34,772","36,854","39,462","41,284","50,479","94,825","86,047","58,214","48,890","25,692","10,712","551,265"
4365,2018,"Halibut, Pacific",NA,"0","0","0","0","110","292","2,251","72","0","0","5","78","2,808"
4366,2018,"Halibut, unspecified",NA,"6","0","34","0","0","0","47","45","0","11","0","0","143"
4367,2018,"Herring, Pacific - roe",NA,"1,372,983","0","0","0","0","0","0","0","0","0","0","0","1,372,983"
4368,2018,"FISHES",NA,"","","","","","","","","","","","",""
4369,2018,"Jacksmelt",NA,"70","7","0","0","0","600","2,588","4,306","1,310","1,451","899","1","11,232"
4370,2018,"Lingcod",NA,"5,015","5,141","3,295","21,541","76,208","118,178","130,950","70,913","41,100","48,707","36,158","10,465","567,669"
4371,2018,"Lizardfish, California",NA,"7,001","772","7,048","5,274","2,423","33","110","56","77","5,909","2,189","2,419","33,310"
4372,2018,"Louvar",NA,"0","0","0","0","0","0","59","0","0","79","0","0","138"
4373,2018,"Mackerel, bullet",NA,"0","0","0","38","0","8","0","56","0","0","0","0","101"
4374,2018,"Mackerel, jack",NA,"5,718","74,196","2","0","3","30,109","3,674","17,099","65","0","400","9,935","141,202"
4375,2018,"Mackerel, Pacific",NA,"211,109","137,370","6,235","41","6,776","645,357","1,881,553","1,480,641","800,491","64,769","126,579","169,752","5,530,671"
4376,2018,"Mackerel, unspecified",NA,"1,474","685","652","166","203","2,007","742","109","158","5,053","8","90","11,345"
4377,2018,"Midshipman, plainfin",NA,"5","0","26","20","24","110","88","0","0","10","30","124","437"
4378,2018,"Mudsucker, longjaw",NA,"206","3,055","400","9","0","0","0","0","0","0","0","0","3,670"
4379,2018,"Oilfish",NA,"32","73","327","0","100","236","435","107","0","0","658","259","2,227"
4380,2018,"Opah",NA,"65,833","47,443","68,809","36,838","57,183","28,410","35,616","95,705","59,018","80,872","83,095","65,667","724,488"
