"source","table","season","year","region_type","region","length_class_system","length_class_group","length_class","length_class_floor","nvessels"
"FB 95","Table 9","1952-53",1952,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,30
"FB 95","Table 9","1952-53",1952,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 95","Table 9","1952-53",1952,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,7
"FB 95","Table 9","1952-53",1952,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,0
"FB 95","Table 9","1952-53",1952,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,31
"FB 95","Table 9","1952-53",1952,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,305
"FB 95","Table 9","1952-53",1952,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,57
"FB 95","Table 9","1952-53",1952,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","100+",100,6
"FB 95","Table 9","1952-53",1952,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,6
"FB 95","Table 9","1952-53",1952,"port complex","Other registry","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,0
"FB 95","Table 9","1952-53",1952,"port complex","Other registry","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,0
"FB 95","Table 9","1952-53",1952,"port complex","Other registry","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,0
"FB 95","Table 9","1952-53",1952,"port complex","Other registry","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,0
"FB 95","Table 9","1952-53",1952,"port complex","Other registry","1948-1969: 15-ft bins (100+ max)","85+","100+",100,4
"FB 95","Table 9","1952-53",1952,"port complex","Other registry","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 95","Table 9","1952-53",1952,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,75
"FB 95","Table 9","1952-53",1952,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,190
"FB 95","Table 9","1952-53",1952,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,10
"FB 95","Table 9","1952-53",1952,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,2
"FB 95","Table 9","1952-53",1952,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 95","Table 9","1952-53",1952,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 95","Table 9","1952-53",1952,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,124
"FB 95","Table 9","1952-53",1952,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,313
"FB 95","Table 9","1952-53",1952,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,174
"FB 95","Table 9","1952-53",1952,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,25
"FB 95","Table 9","1952-53",1952,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","100+",100,120
"FB 95","Table 9","1952-53",1952,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,51
"FB 95","Table 9","1952-53",1952,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,43
"FB 95","Table 9","1952-53",1952,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,576
"FB 95","Table 9","1952-53",1952,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,148
"FB 95","Table 9","1952-53",1952,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,21
"FB 95","Table 9","1952-53",1952,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","100+",100,1
"FB 95","Table 9","1952-53",1952,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 95","Table 9","1952-53",1952,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,39
"FB 95","Table 9","1952-53",1952,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,121
"FB 95","Table 9","1952-53",1952,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,81
"FB 95","Table 9","1952-53",1952,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,3
"FB 95","Table 9","1952-53",1952,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 95","Table 9","1952-53",1952,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 102","Table 9","1953-54",1953,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,137
"FB 102","Table 9","1953-54",1953,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,239
"FB 102","Table 9","1953-54",1953,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,101
"FB 102","Table 9","1953-54",1953,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,8
"FB 102","Table 9","1953-54",1953,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","85+","100+",100,4
"FB 102","Table 9","1953-54",1953,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 102","Table 9","1953-54",1953,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,358
"FB 102","Table 9","1953-54",1953,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,977
"FB 102","Table 9","1953-54",1953,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,438
"FB 102","Table 9","1953-54",1953,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,104
"FB 102","Table 9","1953-54",1953,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","85+","100+",100,22
"FB 102","Table 9","1953-54",1953,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,39
"FB 102","Table 9","1953-54",1953,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,113
"FB 102","Table 9","1953-54",1953,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,233
"FB 102","Table 9","1953-54",1953,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,68
"FB 102","Table 9","1953-54",1953,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,29
"FB 102","Table 9","1953-54",1953,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","100+",100,1
"FB 102","Table 9","1953-54",1953,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,3
"FB 102","Table 9","1953-54",1953,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,0
"FB 102","Table 9","1953-54",1953,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,53
"FB 102","Table 9","1953-54",1953,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,326
"FB 102","Table 9","1953-54",1953,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,63
"FB 102","Table 9","1953-54",1953,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","100+",100,7
"FB 102","Table 9","1953-54",1953,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,6
"FB 102","Table 9","1953-54",1953,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,56
"FB 102","Table 9","1953-54",1953,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,167
"FB 102","Table 9","1953-54",1953,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,20
"FB 102","Table 9","1953-54",1953,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,1
"FB 102","Table 9","1953-54",1953,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","100+",100,1
"FB 102","Table 9","1953-54",1953,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,1
"FB 102","Table 9","1953-54",1953,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,140
"FB 102","Table 9","1953-54",1953,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,330
"FB 102","Table 9","1953-54",1953,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,174
"FB 102","Table 9","1953-54",1953,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,25
"FB 102","Table 9","1953-54",1953,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","100+",100,116
"FB 102","Table 9","1953-54",1953,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,43
"FB 102","Table 9","1953-54",1953,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,51
"FB 102","Table 9","1953-54",1953,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,560
"FB 102","Table 9","1953-54",1953,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,148
"FB 102","Table 9","1953-54",1953,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,12
"FB 102","Table 9","1953-54",1953,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","100+",100,2
"FB 102","Table 9","1953-54",1953,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,1
"FB 102","Table 9","1953-54",1953,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,44
"FB 102","Table 9","1953-54",1953,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,131
"FB 102","Table 9","1953-54",1953,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,76
"FB 102","Table 9","1953-54",1953,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,2
"FB 102","Table 9","1953-54",1953,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 102","Table 9","1953-54",1953,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 102","Table 10","1954-55",1954,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,104
"FB 102","Table 10","1954-55",1954,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,223
"FB 102","Table 10","1954-55",1954,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,84
"FB 102","Table 10","1954-55",1954,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,4
"FB 102","Table 10","1954-55",1954,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","85+","100+",100,2
"FB 102","Table 10","1954-55",1954,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 102","Table 10","1954-55",1954,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,253
"FB 102","Table 10","1954-55",1954,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,809
"FB 102","Table 10","1954-55",1954,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,409
"FB 102","Table 10","1954-55",1954,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,96
"FB 102","Table 10","1954-55",1954,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","85+","100+",100,22
"FB 102","Table 10","1954-55",1954,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,22
"FB 102","Table 10","1954-55",1954,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,107
"FB 102","Table 10","1954-55",1954,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,232
"FB 102","Table 10","1954-55",1954,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,57
"FB 102","Table 10","1954-55",1954,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,20
"FB 102","Table 10","1954-55",1954,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 102","Table 10","1954-55",1954,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,1
"FB 102","Table 10","1954-55",1954,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,1
"FB 102","Table 10","1954-55",1954,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,105
"FB 102","Table 10","1954-55",1954,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,347
"FB 102","Table 10","1954-55",1954,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,55
"FB 102","Table 10","1954-55",1954,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","100+",100,11
"FB 102","Table 10","1954-55",1954,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,11
"FB 102","Table 10","1954-55",1954,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,25
"FB 102","Table 10","1954-55",1954,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,158
"FB 102","Table 10","1954-55",1954,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,11
"FB 102","Table 10","1954-55",1954,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,1
"FB 102","Table 10","1954-55",1954,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 102","Table 10","1954-55",1954,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 102","Table 10","1954-55",1954,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,110
"FB 102","Table 10","1954-55",1954,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,297
"FB 102","Table 10","1954-55",1954,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,157
"FB 102","Table 10","1954-55",1954,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,22
"FB 102","Table 10","1954-55",1954,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","100+",100,102
"FB 102","Table 10","1954-55",1954,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,40
"FB 102","Table 10","1954-55",1954,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,44
"FB 102","Table 10","1954-55",1954,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,562
"FB 102","Table 10","1954-55",1954,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,172
"FB 102","Table 10","1954-55",1954,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,10
"FB 102","Table 10","1954-55",1954,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","100+",100,3
"FB 102","Table 10","1954-55",1954,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,1
"FB 102","Table 10","1954-55",1954,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,22
"FB 102","Table 10","1954-55",1954,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,115
"FB 102","Table 10","1954-55",1954,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,74
"FB 102","Table 10","1954-55",1954,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,1
"FB 102","Table 10","1954-55",1954,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 102","Table 10","1954-55",1954,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 105","Table 12","1955-56",1955,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,145
"FB 105","Table 12","1955-56",1955,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,247
"FB 105","Table 12","1955-56",1955,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,84
"FB 105","Table 12","1955-56",1955,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,4
"FB 105","Table 12","1955-56",1955,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","85+","100+",100,2
"FB 105","Table 12","1955-56",1955,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,1
"FB 105","Table 12","1955-56",1955,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,199
"FB 105","Table 12","1955-56",1955,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,637
"FB 105","Table 12","1955-56",1955,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,367
"FB 105","Table 12","1955-56",1955,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,88
"FB 105","Table 12","1955-56",1955,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","85+","100+",100,17
"FB 105","Table 12","1955-56",1955,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,35
"FB 105","Table 12","1955-56",1955,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,146
"FB 105","Table 12","1955-56",1955,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,237
"FB 105","Table 12","1955-56",1955,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,62
"FB 105","Table 12","1955-56",1955,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,21
"FB 105","Table 12","1955-56",1955,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 105","Table 12","1955-56",1955,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,2
"FB 105","Table 12","1955-56",1955,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,2
"FB 105","Table 12","1955-56",1955,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,54
"FB 105","Table 12","1955-56",1955,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,210
"FB 105","Table 12","1955-56",1955,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,24
"FB 105","Table 12","1955-56",1955,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","100+",100,3
"FB 105","Table 12","1955-56",1955,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 105","Table 12","1955-56",1955,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,30
"FB 105","Table 12","1955-56",1955,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,164
"FB 105","Table 12","1955-56",1955,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,9
"FB 105","Table 12","1955-56",1955,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,1
"FB 105","Table 12","1955-56",1955,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 105","Table 12","1955-56",1955,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 105","Table 12","1955-56",1955,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,123
"FB 105","Table 12","1955-56",1955,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,234
"FB 105","Table 12","1955-56",1955,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,163
"FB 105","Table 12","1955-56",1955,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,20
"FB 105","Table 12","1955-56",1955,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","100+",100,106
"FB 105","Table 12","1955-56",1955,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,36
"FB 105","Table 12","1955-56",1955,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,52
"FB 105","Table 12","1955-56",1955,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,518
"FB 105","Table 12","1955-56",1955,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,167
"FB 105","Table 12","1955-56",1955,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,4
"FB 105","Table 12","1955-56",1955,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","100+",100,2
"FB 105","Table 12","1955-56",1955,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 105","Table 12","1955-56",1955,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,35
"FB 105","Table 12","1955-56",1955,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,126
"FB 105","Table 12","1955-56",1955,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,72
"FB 105","Table 12","1955-56",1955,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,1
"FB 105","Table 12","1955-56",1955,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 105","Table 12","1955-56",1955,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 105","Table 13","1956-57",1956,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,191
"FB 105","Table 13","1956-57",1956,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,270
"FB 105","Table 13","1956-57",1956,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,90
"FB 105","Table 13","1956-57",1956,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,4
"FB 105","Table 13","1956-57",1956,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","85+","100+",100,2
"FB 105","Table 13","1956-57",1956,"port complex","Eureka","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,1
"FB 105","Table 13","1956-57",1956,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,169
"FB 105","Table 13","1956-57",1956,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,535
"FB 105","Table 13","1956-57",1956,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,340
"FB 105","Table 13","1956-57",1956,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,73
"FB 105","Table 13","1956-57",1956,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","85+","100+",100,19
"FB 105","Table 13","1956-57",1956,"port complex","Los Angeles","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,34
"FB 105","Table 13","1956-57",1956,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,130
"FB 105","Table 13","1956-57",1956,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,242
"FB 105","Table 13","1956-57",1956,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,78
"FB 105","Table 13","1956-57",1956,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,21
"FB 105","Table 13","1956-57",1956,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 105","Table 13","1956-57",1956,"port complex","Monterey","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,2
"FB 105","Table 13","1956-57",1956,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,3
"FB 105","Table 13","1956-57",1956,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,76
"FB 105","Table 13","1956-57",1956,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,213
"FB 105","Table 13","1956-57",1956,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,18
"FB 105","Table 13","1956-57",1956,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","100+",100,1
"FB 105","Table 13","1956-57",1956,"port complex","OR, WA, AK","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,3
"FB 105","Table 13","1956-57",1956,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,31
"FB 105","Table 13","1956-57",1956,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,156
"FB 105","Table 13","1956-57",1956,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,5
"FB 105","Table 13","1956-57",1956,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,0
"FB 105","Table 13","1956-57",1956,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 105","Table 13","1956-57",1956,"port complex","Sacramento","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 105","Table 13","1956-57",1956,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,99
"FB 105","Table 13","1956-57",1956,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,215
"FB 105","Table 13","1956-57",1956,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,166
"FB 105","Table 13","1956-57",1956,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,24
"FB 105","Table 13","1956-57",1956,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","100+",100,102
"FB 105","Table 13","1956-57",1956,"port complex","San Diego","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,35
"FB 105","Table 13","1956-57",1956,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,101
"FB 105","Table 13","1956-57",1956,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,499
"FB 105","Table 13","1956-57",1956,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,157
"FB 105","Table 13","1956-57",1956,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,10
"FB 105","Table 13","1956-57",1956,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 105","Table 13","1956-57",1956,"port complex","San Francisco","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
