"tsn","level","sci_name","kingdom","phylum","class","order","family","genus","species"
"167116","Species","Ophiodon elongatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Ophiodon","Ophiodon elongatus"
"167118","Species","Oxylebius pictus","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus"
"167120","Species","Pleurogrammus monopterygius","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Pleurogrammus","Pleurogrammus monopterygius"
"167121","Family","Anoplopomatidae","Animalia","Chordata","Teleostei","Scorpaeniformes","Anoplopomatidae",NA,NA
"167123","Species","Anoplopoma fimbria","Animalia","Chordata","Teleostei","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria"
"167128","Species","Zaniolepis latipinnis","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Zaniolepis","Zaniolepis latipinnis"
"167129","Species","Zaniolepis frenata","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Zaniolepis","Zaniolepis frenata"
"167188","Species","Icelus bicornis","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Icelus","Icelus bicornis"
"167196","Family","Cottidae","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,NA
"167199","Genus","Archistes","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Archistes",NA
"167212","Species","Artedius fenestralis","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Artedius","Artedius fenestralis"
"167213","Species","Artedius harringtoni","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Artedius","Artedius harringtoni"
"167214","Species","Artedius lateralis","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Artedius","Artedius lateralis"
"167215","Species","Artedius notospilotus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Artedius","Artedius notospilotus"
"167218","Species","Ascelichthys rhodorus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Ascelichthys","Ascelichthys rhodorus"
"167223","Species","Clinocottus acuticeps","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Clinocottus","Clinocottus acuticeps"
"167227","Species","Clinocottus analis","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Clinocottus","Clinocottus analis"
"167230","Species","Cottus aleuticus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Cottus","Cottus aleuticus"
"167233","Species","Cottus asper","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Cottus","Cottus asper"
"167267","Species","Enophrys bison","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Enophrys","Enophrys bison"
"167269","Species","Enophrys lucasi","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Enophrys","Enophrys lucasi"
"167270","Species","Enophrys taurina","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Enophrys","Enophrys taurina"
"167275","Species","Gymnocanthus tricuspis","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis"
"167276","Genus","Hemilepidotus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Hemilepidotus",NA
"167279","Species","Hemilepidotus hemilepidotus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Hemilepidotus","Hemilepidotus hemilepidotus"
"167283","Species","Hemilepidotus spinosus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Hemilepidotus","Hemilepidotus spinosus"
"167289","Species","Hemitripterus americanus","Animalia","Chordata","Teleostei","Scorpaeniformes","Hemitripteridae","Hemitripterus","Hemitripterus americanus"
"167291","Species","Icelinus borealis","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Icelinus","Icelinus borealis"
"167292","Species","Icelinus burchami","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Icelinus","Icelinus burchami"
"167294","Species","Icelinus tenuis","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Icelinus","Icelinus tenuis"
"167302","Species","Leptocottus armatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Leptocottus","Leptocottus armatus"
"167315","Species","Myoxocephalus polyacanthocephalus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus polyacanthocephalus"
"167318","Species","Myoxocephalus scorpius","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus scorpius"
"167320","Species","Myoxocephalus octodecemspinosus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus octodecemspinosus"
"167321","Species","Myoxocephalus aenaeus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus aenaeus"
"167329","Species","Nautichthys oculofasciatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Hemitripteridae","Nautichthys","Nautichthys oculofasciatus"
"167333","Species","Oligocottus maculosus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Oligocottus","Oligocottus maculosus"
"167369","Species","Triglops forficatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Triglops","Triglops forficatus"
"167458","Species","Occella verrucosa",NA,NA,NA,NA,NA,NA,"Occella verrucosa"
"167572","Species","Liparis pulchellus","Animalia","Chordata","Teleostei","Scorpaeniformes","Liparidae","Liparis","Liparis pulchellus"
"167612","Species","Cyclopterus lumpus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cyclopteridae","Cyclopterus","Cyclopterus lumpus"
"167640","Order","Perciformes","Animalia","Chordata","Teleostei","Perciformes",NA,NA,NA
"167643","Genus","Centropomus","Animalia","Chordata","Teleostei","Perciformes","Centropomidae","Centropomus",NA
"167645","Species","Centropomus ensiferus","Animalia","Chordata","Teleostei","Perciformes","Centropomidae","Centropomus","Centropomus ensiferus"
"167646","Species","Centropomus parallelus","Animalia","Chordata","Teleostei","Perciformes","Centropomidae","Centropomus","Centropomus parallelus"
"167647","Species","Centropomus pectinatus","Animalia","Chordata","Teleostei","Perciformes","Centropomidae","Centropomus","Centropomus pectinatus"
"167648","Species","Centropomus undecimalis","Animalia","Chordata","Teleostei","Perciformes","Centropomidae","Centropomus","Centropomus undecimalis"
"167674","Family","Serranidae","Animalia","Chordata","Teleostei","Perciformes","Serranidae",NA,NA
"167676","Genus","Morone","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone",NA
"167678","Species","Morone americana","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","Morone americana"
"167680","Species","Morone saxatilis","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","Morone saxatilis"
"167680,167682","Genus","Morone",NA,NA,NA,NA,NA,NA,NA
"167682","Species","Morone chrysops","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","Morone chrysops"
"167683","Species","Morone mississippiensis","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","Morone mississippiensis"
"167686","Genus","Centropristis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Centropristis",NA
"167687","Species","Centropristis striata","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Centropristis","Centropristis striata"
"167690","Species","Centropristis ocyurus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Centropristis","Centropristis ocyurus"
"167691","Species","Centropristis philadelphica","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Centropristis","Centropristis philadelphica"
"167694","Genus","Epinephelus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus",NA
"167695","Species","Epinephelus itajara","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus itajara"
"167696","Species","Epinephelus adscensionis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus adscensionis"
"167697","Species","Epinephelus analogus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus analogus"
"167698","Species","Epinephelus drummondhayi","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus drummondhayi"
"167699","Species","Epinephelus flavolimbatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus flavolimbatus"
"167700","Species","Epinephelus guttatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus guttatus"
"167702","Species","Epinephelus morio","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus morio"
"167703","Species","Epinephelus mystacinus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus mystacinus"
"167704","Species","Epinephelus nigritus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus nigritus"
"167705","Species","Epinephelus niveatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus niveatus"
"167706","Species","Epinephelus striatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus striatus"
"167707","Species","Epinephelus quernus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus quernus"
"167740","Species","Cephalopholis fulva","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis fulva"
"167744","Species","Dermatolepis inermis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Dermatolepis","Dermatolepis inermis"
"167746","Species","Alphestes afer","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Alphestes","Alphestes afer"
"167749","Species","Epinephelus acanthistius","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus acanthistius"
"167752","Species","Cephalopholis argus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis argus"
"167758","Genus","Mycteroperca","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca",NA
"167759","Species","Mycteroperca microlepis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca microlepis"
"167760","Species","Mycteroperca bonaci","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca bonaci"
"167762","Species","Mycteroperca interstitialis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca interstitialis"
"167763","Species","Mycteroperca phenax","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca phenax"
"167764","Species","Mycteroperca venenosa","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca venenosa"
"167765","Species","Mycteroperca jordani","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca jordani"
"167766","Species","Mycteroperca xenarcha","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca xenarcha"
"167767","Species","Mycteroperca tigris","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca tigris"
"167772","Species","Anthias tenuis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Anthias","Anthias tenuis"
"167791","Genus","Diplectrum","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Diplectrum",NA
"167793","Species","Diplectrum formosum","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Diplectrum","Diplectrum formosum"
"167796","Species","Diplectrum bivittatum","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Diplectrum","Diplectrum bivittatum"
"167798","Species","Gonioplectrus hispanus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Gonioplectrus","Gonioplectrus hispanus"
"167800","Species","Hemanthias leptus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hemanthias","Hemanthias leptus"
"167801","Species","Hemanthias vivanus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hemanthias","Hemanthias vivanus"
"167806","Species","Hypoplectrus unicolor","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus unicolor"
"167818","Species","Liopropoma eukrines","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Liopropoma","Liopropoma eukrines"
"167819","Species","Liopropoma mowbrayi","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Liopropoma","Liopropoma mowbrayi"
"167820","Species","Liopropoma rubre","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Liopropoma","Liopropoma rubre"
"167827","Species","Liopropoma carmabi","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Liopropoma","Liopropoma carmabi"
"167830","Genus","Paralabrax","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Paralabrax",NA
"167832","Species","Paralabrax clathratus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus"
"167833","Species","Paralabrax maculatofasciatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Paralabrax","Paralabrax maculatofasciatus"
"167834","Species","Paralabrax nebulifer","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Paralabrax","Paralabrax nebulifer"
"167838","Species","Paranthias furcifer","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Paranthias","Paranthias furcifer"
"167841","Species","Pronotogrammus multifasciatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pronotogrammus","Pronotogrammus multifasciatus"
"167846","Species","Schultzea beta","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Schultzea","Schultzea beta"
"167851","Species","Serranus atrobranchus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus atrobranchus"
"167852","Species","Serranus baldwini","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus baldwini"
"167857","Species","Serranus phoebe","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus phoebe"
"167858","Species","Serranus subligarius","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus subligarius"
"167859","Species","Serranus tabacarius","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus tabacarius"
"167860","Species","Serranus tigrinus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus tigrinus"
"167861","Species","Serranus tortugarum","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus tortugarum"
"167862","Species","Serranus scriba","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus scriba"
"167868","Species","Bathyanthias mexicanus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Bathyanthias","Bathyanthias mexicanus"
"167914","Species","Polyprion americanus","Animalia","Chordata","Teleostei","Perciformes","Polyprionidae","Polyprion","Polyprion americanus"
"167918","Species","Stereolepis gigas","Animalia","Chordata","Teleostei","Perciformes","Polyprionidae","Stereolepis","Stereolepis gigas"
"167983","Genus","Rypticus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus",NA
"167987","Species","Rypticus maculatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus maculatus"
"167990","Species","Rypticus saponaceus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus saponaceus"
"168014","Species","Lipogramma trilineatum","Animalia","Chordata","Teleostei","Perciformes","Grammatidae","Lipogramma","Lipogramma trilineatum"
"168085","Species","Kuhlia sandvicensis","Animalia","Chordata","Teleostei","Perciformes","Kuhliidae","Kuhlia","Kuhlia sandvicensis"
"168093","Family","Centrarchidae","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae",NA,NA
"168097","Species","Ambloplites rupestris","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Ambloplites","Ambloplites rupestris"
"168130","Genus","Lepomis","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis",NA
"168131","Species","Lepomis auritus","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","Lepomis auritus"
